,LDA_Component_1,LDA_Component_2,LDA_Component_3,LDA_Component_4,LDA_Component_5,LDA_Component_6,LDA_Component_7,LDA_Component_8,LDA_Component_9,LDA_Component_10,LDA_Component_11,LDA_Component_12,LDA_Component_13,LDA_Component_14,LDA_Component_15,LDA_Component_16,LDA_Component_17,LDA_Component_18,LDA_Component_19,LDA_Component_20,LDA_Component_21,LDA_Component_22,LDA_Component_23,LDA_Component_24,LDA_Component_25,LDA_Component_26,LDA_Component_27,LDA_Component_28,LDA_Component_29,LDA_Component_30,LDA_Component_31,LDA_Component_32,LDA_Component_33,LDA_Component_34,LDA_Component_35
cat__artist_name_Acústico Katia Pardini,0.013333705698817658,0.015665478894294524,-0.010795535023495131,0.030981274837682524,-0.023485666697569758,0.008004799854188989,-0.014119201958496306,0.024218632601175582,0.03428903625479247,0.02231999380497456,-0.03841086603454739,0.031139663141621962,-0.06068384051702095,0.052024573521110846,0.024171064815651813,-0.02464944811934292,-0.03557170045802927,0.048724650727784743,-0.08881728036527935,-0.01634772350195039,-0.019147052195863067,-0.017267536333951693,-0.04602689384428686,0.026132310064963242,-0.03612967556405469,-0.007797353950746812,-0.07598582429253042,-0.033331941604112146,-0.06789801239057934,-0.07483994912048028,0.11146444507394435,0.010096327805116887,0.10304205198689552,-0.035020497095953326,0.2916195677963596
cat__artist_name_Acústico MPB,-0.0021186075366904583,-0.006906010667475007,0.012883579134754252,0.008519636176734494,-0.027862073241829963,-0.008402286257228121,0.0012779918813027374,0.020860885135982447,0.08528696141214068,-0.05895262202342182,-0.052396819192292,-0.02282646767759545,0.011200749160074162,0.29461790846872965,-0.411984083239474,0.3213685856682413,0.07581158455038448,0.04963388680804055,0.09377194303454589,-0.09501669585928488,-0.054902855369844926,-0.19039169736028003,0.10515608107984398,-0.11437569096973524,-0.259431934098683,0.06525574150101703,0.15630387101128035,0.2597632200689799,-0.16857678847436436,0.1869264053645172,-1.6733076864662066,-0.9696240108118472,-0.093985657532754,0.5917596193364649,0.3669966508639275
cat__artist_name_Acústico Mais completo,-0.009866589839454473,0.021075229189632165,-0.018906278325327167,-0.0087528340415664,-0.030845760393701873,0.010726590386083836,0.0015872880754827742,-0.004080955982673451,0.09638433975411934,0.048130373353667655,0.010630571436826976,-0.06009262532565079,0.02120978567238674,-0.004988926144003844,-0.006910758236303231,-0.04711133593169795,-0.014058971581208472,0.006526459807118959,0.009434233338133535,-0.008295400420864496,0.02126319125101198,-0.07412335094683115,-0.01252302569111561,-0.01626640035978001,-0.0183687290080049,0.04575622476419102,0.016863020930058845,-0.050237314280226535,-0.052580213358458514,-0.0422038574448943,0.0024049161131670413,-0.014686206722946037,0.007531093024704475,0.0927160174454051,0.004348796855557434
cat__artist_name_Acústico Sanchez,0.0100319194413923,0.018021924837425388,-0.060147306901605045,0.005001549389837501,0.01038984820006727,0.012866186809013068,-0.013867944971214992,-0.016695076137941398,-0.04374073174372544,0.008907744340110114,-0.01842228775551301,-0.04497063395894215,-0.1365489276856344,-0.0797653105832551,0.09789436939071858,0.035452502916727656,-0.1384828217365937,-0.03336527124942887,-0.0828261749781846,-0.06370353148551786,-0.02599044450302022,0.1348241980660876,0.030743917372353432,0.03948992290534911,0.05413278404374375,0.059132794173686505,-0.050329966158922775,-0.07859017996780158,0.04474137154624091,-0.05820844756101345,0.041098927779708555,0.027483225014769398,0.14323599257969852,-0.03364143267031989,-0.04118074343833356
cat__artist_name_Acústico Yuri Fernandes brasilidades,0.0024198302043658463,0.006373360089976291,0.009476448936054753,0.0032167977755842986,-0.007462347885994253,-0.002200214698229449,0.017241512628268806,0.0032789196620118285,0.0013049052048970727,-0.07422355806917641,0.011942282727619826,-0.04226255985549313,0.026668152663338007,-0.17434595055353383,0.09573432254097057,-0.05352712211112575,-0.029972293057872752,0.10650668127008785,0.18744781250686543,0.019856567548144105,-0.00313434289090849,-1.0134368523704091,-0.7383894832051968,-0.26579542693674446,1.014555987514047,-0.5325062070749634,0.01470857845324251,0.05253622973649258,-0.01921471811406349,-0.09078596069771966,-0.08213819504052325,-0.07297078950798881,-0.19837776682967248,-0.13668707350466228,0.2665630361586488
cat__artist_name_Acústico do PH,-0.002457785401703887,0.0105095600527504,0.011307866309718709,0.02106712296610167,-0.00613364015125588,-0.001324950302289745,0.0038764482760722477,-0.007000520679561731,-0.007137051573711717,0.011981161592742998,0.03403526072616028,-0.038431238370063084,-0.013847364015355013,-0.04818196584234417,-0.013779159660913368,-0.014181866761845005,-0.07836852497043897,-0.11280145240396315,0.08846707057133017,-0.027099389554393567,0.015648418652573288,-0.04479922689454978,-0.060614641129998544,-0.06101335288702173,0.023119372474884978,0.1263197191131019,0.08247114008281238,-0.07914859872965405,-0.015994054059361645,-0.04402810164153427,-0.013912205328966405,0.06401385856268454,0.007690522580611618,0.0712679258332509,0.08246544647827454
cat__artist_name_Adailson Oliveira,-0.0013039693237903724,0.020582025546906774,0.005642361074166906,-0.0027635027698268244,0.0012137442685498858,0.016338205334981273,0.011266461871469331,0.021841641960022477,0.04017858986171913,-0.018071479281422817,-0.0451470262575793,0.006838145183454546,-0.12090402611466791,0.10676135015297461,0.011958420642394031,0.037610251060808175,-0.09368943224651984,-0.016460761601953255,0.04387810511952555,-0.03596069467556012,-0.043326102205193485,0.07342556274156394,0.02074866207361737,-0.05574909760605282,-0.03582482632946222,0.07470688824705037,-0.0009127046526793519,-0.03586079969610854,0.08723601413805453,0.08300573940628225,-0.013050813276353542,-0.07946896649570794,0.022634628494588326,-0.19776034369889253,0.06409622367932717
cat__artist_name_Adam Fauze,-0.00010253560672423157,-0.006122425191960419,0.016478982724431334,-0.006957795070507011,0.06077904812803944,0.020074575108126363,0.0017309648471840308,-0.007849634742992427,-0.01004133297693572,0.06066178903226775,-0.11299977984327413,-0.09575217924673689,0.06894463169796973,-0.10748828415183032,0.0772328284728737,-0.06848984179582718,0.021310675646313837,-0.011281975462321963,-0.051416108558923125,0.04446854961349103,-0.038860580161572116,0.010553625131661158,0.008110638459374955,0.05913556093540028,0.052926292944765904,-0.0122111018736968,-0.02099793252776874,-0.02850399816767055,-0.021525202075670883,-0.08749531460836991,-0.1282602299486415,0.17478869573651817,0.0020646018378827633,-0.009503426335801852,-0.010196006348578139
cat__artist_name_Adilson Doná,-0.026327257071189193,0.019398254513457953,-0.002836613608391915,0.0036784318388209405,-0.01090794716349543,-0.004232260473938042,0.01298192755071662,-0.006514910909112294,-0.0015928236206648968,-0.027873904266513535,-0.030255577910044296,-0.02896962723336484,-0.07725626603166269,0.05384858540112975,-0.1393859317590405,0.15521615913469497,-0.07145082143196203,-0.008713949778120967,0.022465312509268,-0.053384275845135803,-0.11842408409225454,0.07728788007106298,-0.062050790096666336,0.06291663239136581,0.059991799841881036,0.0280211785331663,-0.04823418699402144,-0.06480868279267556,-0.003905031381638084,-0.03235444029930397,0.11604629379146639,0.020986213396822342,0.02009087303805601,0.007603854089444861,-0.05943472582270592
cat__artist_name_Adois,-0.0009459003301048545,-0.024254412126990817,0.004690856660229031,-0.011214228313909115,-0.03247972667283435,0.009684759103490193,0.02102957614800081,0.02674021615396104,0.17292122147838213,0.160043264514989,0.14944449140747157,-0.26366849964765726,-0.18767021238326306,-0.11506687357993707,-0.10212239037098494,0.11566777732001514,-0.11474512872307491,-0.02523523879809644,-0.02440850998288119,-0.044182129189911816,-0.04877596067844647,0.07956264511014746,-0.008265846699713671,-0.021977876532508926,0.0773571135474987,0.07485815091683637,0.025940134062790277,-0.05346261131065277,-0.015019682459919408,-0.052205569362363785,0.08578962409162325,0.06250075370942992,-0.07333027547536958,0.3886395712280193,-0.10005965955941197
cat__artist_name_Adonis Piano's Bar,0.002535044534000193,0.006577861891286343,0.029873027168352627,-0.0012487325929293701,-0.08289979283971051,-0.024910067964322047,0.015756521595477635,-0.04325249186316179,-0.06763452834722831,-0.08014878224921292,0.05751245841370147,-0.06231305080397286,0.294180930107587,-0.2445821909301065,0.632316330083793,0.36835750566278835,0.03478665194642866,0.2925273287905642,1.489568275801781,-0.28270959808496526,-0.014341480201623022,0.5492596048885741,0.3259640660217027,-0.0026666570911307746,-0.004666477138351392,0.07395818454546957,-0.08890268781812521,-0.14143226519640026,-0.03617592252903866,-0.25690512164934265,0.1431861856746283,0.05118273182965937,-0.08651025062606424,0.06690876508303302,0.20563686566671785
cat__artist_name_Adonis Solo: Nostalgia Internacional,-0.012572692210752821,0.0008153913711239349,-0.029760988345964287,0.025568371018574964,-0.01620422304738505,-0.024701608266572087,0.00654129770044949,0.017370349482262213,0.2532932302334577,0.21775514695318704,-0.20499258361103057,0.2822352048459579,-0.9570774571944817,0.34791919020364437,-0.566701482459913,-0.9427767156582519,-0.3516349549066778,-0.5953586744250237,-2.7929665532937102,0.6801463297078424,-0.057328990249853516,-0.7606953586783348,-0.6031850607745115,-0.08751498029167797,-0.14122189230544618,-0.22890600459341395,0.041383772635512864,0.11341264400999947,0.4131190578564704,0.2812245413614984,-0.3331703269874892,-0.04874367409289544,0.17368565931717417,-0.4251397849309729,-0.41278931784399303
cat__artist_name_Adonis internacional Acústico,-0.004982391411589776,-0.0020653917131570393,-0.01072515949955579,-0.017670615424950603,0.01691763605132129,0.0002637938840694378,0.00870578423536761,-0.005393719644304753,-0.0861415710535424,-0.06985339916109584,0.12942609843907266,-0.04137303433117812,0.7942391800714588,-0.23174481773155373,0.6571071061416904,0.7354425322324103,0.2636383210715932,0.41394052575818713,2.0292816244103706,-0.40308804041098883,0.048381811712226455,0.6574191977461172,0.3427813067956887,0.032381396879986424,-0.015657967459316868,0.16198921291239815,-0.11421807537488655,0.0016461972295598113,-0.33869418975910653,-0.20869822250664952,0.2302944603736349,0.026163665273835318,-0.07823333931749153,0.2462860190330598,0.17690671686310186
cat__artist_name_Adrian e Adriano,-0.007523407324598102,-0.009555693018355934,0.002721357467409366,0.035638709256426565,-0.020110039881699977,0.012712163630363696,0.011886646330844486,-0.0012243439716667205,0.0620884676594418,0.04964622327799129,-0.001971102211059935,0.06534935001378883,0.06836565394034702,0.07594530559802601,0.00018391511610762597,-0.041580951895582904,0.0065619673592451555,0.01932631075353308,-0.010975803408447306,0.0073816279006497275,0.02587775380326683,-0.04749741979761455,-0.04804458851811224,-0.02649627032801926,0.05042159112556251,-0.05097122413288074,0.018266618140753782,-0.007975031939024478,-0.002065136963990787,-0.00383257919428542,0.016612643865901545,-0.023925532859961556,0.02531400303319167,-0.011111481335266037,0.02438530842554364
cat__artist_name_Adriana Soares,-0.009908178225567625,-0.04803534225660026,0.0070129013333696776,0.006262085976718509,0.006600513011879941,0.004784372335711322,-0.048497262688145575,-0.01388463742712637,-0.05452955436134883,0.021316877060463753,0.01254539344412456,-0.030320704911364814,0.09304907673368217,-0.06319550865375093,0.05331384599766964,-0.0006016401998854852,0.03894375613115884,-0.023577310916939424,-0.05775140458208279,0.033623119304806395,0.0021385334020894925,-0.002046343963738001,0.0921109129336575,0.029170372726073226,-0.06452986325553041,-0.01285393110813607,0.007812817161313922,-0.05092658556056439,0.05434558755554554,0.007419902477424031,0.07304549991507567,-0.03732730272095129,0.01534476555442363,-0.08436575138276395,-0.006890424493549228
cat__artist_name_Adriano Caconde E Banda,0.0354542281727345,-0.0010411108136329603,0.0034452457654780243,0.004880104702080548,-0.008220902468935577,0.010129531954990308,-0.006712842807495888,0.017638785932265796,0.03395677864882554,-0.014110031705425758,0.0128884047083422,0.026779418146006772,0.03211847233080904,0.06446536351616942,-0.08097735818216092,0.050999812436880336,0.03792589800382121,0.01213079504474094,0.05648424020538915,-0.00721199214444056,-0.040643608712277284,-0.03419708805779268,0.025156010245590915,0.04152358854888538,-0.052222718055121645,-0.1826289759741068,0.14921303138080588,-0.076452618464346,-0.017706355497225507,0.02650518737894421,-0.03219519076837953,0.11826458422558839,-0.016560898010556935,0.14928098305645748,-0.07334018897835755
cat__artist_name_Adriano Sound,-0.006053224328532373,0.0010504519757542246,0.008813492119551306,-0.005905081615911028,-0.014044605797197013,0.13697870999148581,-0.005358554613054976,0.09993964839997015,-0.05390214565775528,0.029406622494643445,0.0464908824222729,-0.023660628360856507,0.25321013450472823,-0.14711091170358645,0.07261447111810115,0.023579187568500762,0.16146553079381196,-0.043452345340217594,-0.10977639916322314,0.04020924293484647,0.001886516979579669,0.03795165343393979,0.07457122630022699,0.12053355828191388,-0.020566390134000637,0.10140843230322494,0.08220663974178184,-0.22146498392293282,0.8428946507119218,1.563040713740205,0.25570384069161406,-0.18568057163551174,-0.40254711585955694,0.3578650870308552,-0.046066384813819576
cat__artist_name_Adriel Fernandes Voz e Violão,-0.003100644632412157,0.04255136906644404,0.0089618471087247,0.003479054156878412,0.0005839603428433448,0.0017560405792969506,-0.0686203596964022,-0.001960370989450181,-0.06643766850838445,0.085205339682619,-0.019443951621009665,-0.036204949138490046,0.09603509739204086,-0.11497890932510385,0.08823858373395953,0.005572149556610674,0.06488381194490968,-0.027997311679038975,-0.22995858591524396,-0.0064926470040042586,0.020216867716450555,0.09922883055033219,0.06839685385160639,0.0891608334281601,0.02113297259950859,-0.0543237796686132,-0.04288431230532316,-0.014374904254347847,-0.05268574111319435,-0.024737088390958735,-0.029144900943504037,0.017788057942699328,0.13171276828954673,0.04435539378226541,0.035119719549555
cat__artist_name_Adryana Ribeiro Pagode 90,-0.025390255465817635,0.02492895448012172,0.0007831461128304524,-0.009016027298779773,-0.08986093511262619,0.06467298722938865,0.03917464173777079,0.017258281003249026,0.13037740474600695,0.10838309769503783,0.045655997543095975,0.23136778683706782,0.46714670353623133,-0.17101410652418414,0.4805041456745179,-0.707234114529811,0.07628757133201909,0.09744793895430208,0.1980693392031537,0.6246068334021831,0.02132883988497617,-0.8006497374803899,-0.03941961301801351,0.3483654452376569,-0.27285448825768455,-0.3024341319910018,0.5490396783718262,0.41478784239967853,0.11212868640893145,0.05534633026217504,-1.0762546378092257,1.625753027302428,-0.2334403801281104,0.4677252377440922,0.21228497841429794
cat__artist_name_Afrika Billy,-0.008787322321571134,0.004622867378215504,0.011213619509876453,0.0009264301900721233,-0.021950989727678134,0.003446466338673812,-0.02528849664499559,0.004978143092315168,-0.006196906526691916,0.0006563420217490043,0.00954664051398733,-0.00013060779074065875,0.045900695503455,0.032330659087676045,-0.00724078966862028,-0.03921704262720894,-0.005202950707599273,0.06593339223899143,0.02953921526005819,0.11620378664051995,-0.004140046688938535,0.06387915269670112,0.020231256396797508,0.05038529210307526,-0.006011077057446079,0.08071311260408799,-0.002994963897405539,-0.06113586392807869,0.050824712344650524,0.019980940647338147,-0.02099358433441081,-0.03696165912766245,-0.026880243803181905,-0.017733894509385964,-0.4165283497620473
cat__artist_name_Agatha Souza,-0.014594942134757738,0.007105576229168812,0.013683869272948661,0.03998114761921534,-0.012805957927381973,0.009441279894193758,-0.008028827240340057,0.00043728703753623954,0.04699680728282844,0.0058048564714314275,-0.0023739563290784693,0.03236451762471177,-0.03192572402175697,0.09063500050652967,-0.04852197057623254,0.011655923922826727,0.018488082637974853,0.0646876475691619,0.11578648875624538,0.09981174245054604,0.23556384853081228,0.08187749110641485,0.021970001066984508,-0.054599433114016875,0.022439630200401784,0.10147196647807027,0.07478441202797108,-0.03713891742782213,0.06912264330886168,0.07623636030042973,0.0063267974321278226,-0.007163144965338322,0.034834722902124846,-0.13808138857902222,0.10593300867175975
cat__artist_name_Aima,-0.010310718360938925,0.006651464892661285,-0.0684316920697572,0.013359499713228416,0.002400974080730194,0.010347027668786533,-0.012059866783036735,-0.0035649045050932357,-0.01519454703351318,-0.0015707628235446837,-0.015386908962655623,0.0007813787060862256,-0.009718811576650815,-0.017820986033472687,0.03933705908288839,0.020449016024930943,-0.0022332257177306624,0.03521361407864259,0.018209506353250922,-0.006074441271637746,0.0016015763946727087,-0.03161001461439898,-0.029604815650284808,-0.036724250507609815,0.015147340019542968,0.03462473235609653,0.00721650713529119,-0.054976449891294285,0.03400646577576772,0.03287618208167568,0.022186228784687533,0.021203053015108213,0.005960313338922206,-0.052522350533615834,0.013951082609557509
cat__artist_name_Akay - Banda,0.026410990358522422,0.051774964504763626,-0.37285541819648327,0.06553158041989524,-0.09237699138476906,-0.06007234558931799,0.0063572302452002665,0.006605817401107496,-0.047351257608648376,-0.10783356209903022,-0.260905938414258,-0.2414146845488701,-0.2327271802925518,-0.11957259711393514,-0.05188486204276346,0.10768302180635878,0.014977993175758878,0.004251871258618063,0.2070803086139395,-0.010631644989599407,-0.04805819299271219,-0.058736666737085684,0.14995604513703226,-0.048223563003284474,0.14187493153129416,-0.05185770924311527,-0.020694057402934625,0.01735139160278765,0.05163370776009235,-0.07381013052927037,-0.4811571037316417,0.3286380737690979,-0.10476515226818833,-0.20578097490258265,-0.10892323355416436
cat__artist_name_Alan Fernandes,-0.018047094396179273,0.016123491436515678,-0.0015512565687322917,-0.005873725531042071,0.0003385694309450706,-0.01156697945695515,-0.02784951226391047,0.004069757319664492,-0.00966606726473116,-0.030941273831625583,-0.009252393117810315,-0.07419666267802934,-0.011189053129419606,0.035140106307918154,0.09758041278478935,-0.08484142279229803,-0.06394852173022687,0.0780143451588536,0.06201036540925441,-0.04697062809894065,-0.001957300601145603,0.026324885086021675,0.02599441320205697,-0.14562977739684957,-0.1817246442477052,0.09115053427167816,-0.021497358311190776,-0.11315922711112647,0.11236112411450414,-0.006024468885524967,0.07371122663417448,0.029619271065926406,0.05883065371388474,-0.06107265126371107,0.021779833983280945
cat__artist_name_Alan Ferret ( Solo ),-0.01830819381350002,-0.02051953587800535,0.01711682159747931,-0.005086601123172488,-0.028917503872377757,0.002945300765046796,-0.007010073789236508,-0.015902608696489694,0.025238199488596066,0.003473496466357538,-0.031714901984959944,0.03173063486480033,0.11189315617777307,0.02721139775801571,0.0019868627347905585,-0.035211486536608265,0.035822689486513806,0.06062862169459782,0.13547829166993325,0.003606359413790418,-0.019509411525276864,-0.02822306717841946,-0.01917208678247725,-0.06391753646556585,0.15313624478718185,-0.1671562193110988,-0.049709127491988934,-0.07882783467245841,0.09426146326310303,-0.009968839691970897,0.036635460149985026,-0.02168417067876882,-0.02447909019676144,-0.11834166674251986,0.15337729622840335
cat__artist_name_Alberto koiti - Voz e violao (solo),0.015836729772326398,-0.043078137959345425,-0.001969546155444452,0.015081871400239944,0.009819524888812069,-0.02295703865339739,0.0051776424775038426,-0.014564530794118295,-0.017008873417632145,0.009159919568805509,-0.012735335959641565,-0.0504624804959273,-0.08339426169102963,-0.0711827914301851,0.1405409442712837,-0.06637527247457051,-0.09618250175431552,0.012277702336857209,-0.09561509010816863,-0.08115509989110448,-0.010661643169595314,0.09400470126304433,0.010943597581971911,0.016453465221003008,0.005506741910291606,0.05263808016584779,0.007046923012235555,-4.9027247032248515e-05,0.04376281595968299,-0.07328085130692351,-0.03765372518255278,0.2753063230719284,0.06382399776282492,0.045873447817727,0.18195449249682388
cat__artist_name_Alberto santos e a banda invisivel,-0.00427510462118366,-0.013717173612098501,0.01487153406883723,-0.010373796531364292,-0.007178854106220706,0.011295357609421195,-0.036133219586970806,0.0033101659920184018,0.004580466735629786,-0.00976383300226532,0.00623014921204036,0.012105042022769632,0.05193264786164573,-0.0240298232134306,0.023746464974841095,-0.04497098105834677,0.05323557362375513,-0.042461044322711236,0.004388711005079821,-0.010256911753212365,0.0043050626963617,-0.006690585395882832,0.0373474717653424,-0.009640130000982775,-0.060335922381384605,-0.05310166138698104,0.07520978368552589,0.13204936167723993,0.055793555168019884,0.04330734769440016,-0.018846254424338797,-0.054212899775043545,0.08846219665111693,0.04147948111452707,0.04833377059522436
cat__artist_name_Ale Hypolito,-0.0017860864282078653,-0.013586648600693346,-0.007669086720524196,0.008943668830313863,-0.01616551509518297,0.00399520472671285,-0.008048618807575793,-0.010855847774121056,0.013914770517108429,-0.0029991716094618795,-0.016846684587740586,0.014344942116270867,-0.1114499502299908,0.019870918909565282,0.0650326060185541,-0.010913931092736568,-0.06617780611730557,-0.02927226918200684,0.0024596204877492672,-0.03411187220149099,-0.03170971463202704,0.06127972121571384,-0.00847499916417755,-0.014223841418345338,0.000953854197861853,-0.0004682648976989373,-0.006038114373957368,-0.027397583416147526,-0.03572516194838276,-0.014295499765385213,-0.003228585218279396,0.03338886380623359,0.01722755490472359,-0.01506063520136109,-0.0314686927520062
cat__artist_name_Alecrim de Tabuleiro,0.0032274963919234735,0.0012049308347000219,0.02134918572000408,0.009042654693843664,-0.00492537833860648,0.051061133012121306,-0.027056102512013444,-0.022054056183148353,0.0028240503900433013,-0.014514986016027838,0.00947045631356662,0.01834332662520794,-0.05507771374721058,0.05127012735540551,-0.04165830586686322,-0.002274620552168951,0.019824535741231095,0.0036127982155700305,0.10376494037923556,0.022062068447411827,-0.03079073335824449,0.03125238426966512,6.781637393436644e-05,-0.020623532612272268,0.03008805520652312,-0.046501176909513824,-0.0317165790783542,0.01480769983520385,-0.0246188540959032,0.05814777456422864,-0.029625160842675052,0.06218276930939186,0.02078922813183707,0.110727400935736,-0.00013055986121886633
cat__artist_name_Alessandra Munhoz,0.004953249782194209,0.008217969788720476,0.02164778985628327,0.02621493316109828,0.012763986477813204,-0.007368170464142707,-0.010853305691552436,-0.04832760719580387,0.0535420516565935,0.014877302367079433,-0.03847093473668603,-0.011218995540777031,-0.03845835705812979,0.044005695452518485,-0.04385612526072076,-0.014615312679197271,-0.014130576828282544,-0.016730017391059743,0.020543411208869117,-0.022245558140753036,0.013177441601358792,-0.08266281796696982,0.06239291445506043,-0.11806752078621569,-0.20762766816129904,-0.0787660569553319,-0.22554106829422693,0.06305746902876194,0.11595306254060155,0.026082074092471864,0.005806558189286543,0.07705747391992794,-0.008664762008984906,-0.0517404596257034,0.056934345959435605
cat__artist_name_Alessandra Vieira,-0.01750532931400316,0.1447979780467365,0.09456580072448684,-0.05704784408436613,0.0711796554078362,0.16311808185658486,-1.260488893501919,0.01094620260298528,-5.025070420261079,7.399977689801896,-0.8117346167472486,0.7773583933651628,-1.0846252426047782,0.4985112534080553,-0.2566638058842606,0.1075740195140202,-0.1975760348779233,-0.12380699534365812,-0.06557494639573548,-0.0765038685149315,-0.011344726504670102,0.43220669209587836,0.13366054202556488,-0.19699993867577584,0.12513393620138513,-0.03433826801666965,-0.02675120325883101,0.009045251442093036,-0.22155715773852855,-0.309786394617523,-0.004404018850952451,-0.04534488253119193,-0.5483776613129642,-0.1492993536030203,0.3274454239997093
cat__artist_name_Alessandro Mendes (Flashback e Pop Rock),-0.004214276121078499,0.01834205464631182,-0.04463767416294329,-0.0005408252885862142,0.008033836731126365,0.013514638510348278,-0.000336939690076693,-0.022660431209820857,0.053934214680921855,0.00619233675888084,-0.016644359031265907,0.048697554545979696,0.06597251505424609,0.07064318998716337,-0.012791247725872597,0.014315869025875793,-0.016687050671841595,-0.0317143881194768,-0.023103186249911957,0.024590848136716345,0.00014215937113567682,-0.07094343828023207,-0.03663329030105877,-0.040956363711949016,-0.03841204189489565,0.10904889823714704,-0.03553993070381026,-0.04168083619001055,0.08570622652425006,0.012561731943950407,0.026920312775102997,0.007723550287629742,-0.028580890111790592,-0.10655570442017424,-0.019784317544865402
cat__artist_name_Alex Fernandez,-0.006262291272904433,-0.009638683475210906,0.011527475560468924,-0.002599553924331542,-0.038624263329797195,0.011677706459421342,0.013014946558070012,0.018416813430869403,0.14027471111410514,0.12347621597708822,0.17026500617420853,-0.3290335057103596,-0.19904139828552603,-0.186687546993575,-0.1124675320259038,0.10114143616499882,-0.08516225521062513,0.03159423608794012,-0.037128677522190574,-0.03583667442243871,-0.06063436270096297,0.05100769957358034,0.011561480883809762,-0.023170894180052772,-0.0526504475637094,0.09159141405735248,0.021993686944861833,-0.039075966926668294,-0.008317517134960593,-0.0796884296775887,0.058040780204670156,0.0020334179307908255,-0.06111627210214273,0.3519634853781042,-0.05501549360881457
cat__artist_name_Alex Góes canta Elton John,-0.0027921527890437275,0.018613140556003153,0.015543619394746489,-0.020952652902558173,-0.018454538938282833,0.013406699497974187,0.025753937099711677,0.023914271534249226,-0.02016947081066098,-0.020783642856538775,-0.0503535884219907,0.04721571031086962,0.17734832206085038,-0.12537755738883946,0.1493488656682442,0.11780538919700975,0.07828347065857019,-0.1180702093998438,-0.4833908769965282,-0.001746130030196364,-0.0037904309170797785,0.3530712430973495,0.016500312122597564,0.2287300430688917,-0.03306973529568654,-0.1145553934941292,-0.27285246992424494,0.07926392636180454,-0.23293424134678437,-0.12666757072085122,-0.12507501066260296,-0.06215964735296871,-1.0392415591198079,-0.4913811676775614,0.03664170249766677
cat__artist_name_Alex Joker,-0.013266950865995598,0.031951180519309716,0.0024231591556127105,0.0018237633254012606,-0.02790019605306137,0.1553727103765286,0.01107485964443525,0.1053535883542731,0.022488250340571038,-0.007578737087326802,-0.006778040723722963,0.013954153396563404,0.09260237863115778,0.12673113412375886,-0.09977995438688547,0.11432700592322327,0.06736475535326403,-0.00453609905502828,-0.030227534589103003,0.028069755770399878,-0.06903056600916882,0.013171641549458693,-0.05899707503566015,0.09732337213008055,0.0440935568534009,-0.18038780418401415,-0.0359819334225003,-0.013439778741178498,-0.08183096984981984,-0.01481765754625475,-0.12118122525478392,-0.08337917829729295,-0.011359488491555133,-0.11970015364408584,-0.10097568874031583
cat__artist_name_Alex Marttins,0.004008410870084896,-0.018951869259764727,0.012688044273862198,0.027382947882874917,-0.00848739300261253,0.004046774998956578,-0.006583562764458337,-0.011246389050762896,0.020584179414522015,0.05573924167562055,-0.014348608840310358,0.039598622631899304,0.052669307342869634,0.011178408770064792,0.06922047932730703,-0.041188892180473474,0.019002351552832475,-0.018169684839759566,-0.04175131219763752,-0.02924690285509324,0.009202674902234767,0.04444739405627249,0.0068969462376528646,0.04400848747874486,0.063946305168144,0.015610968875304491,0.07017298571468464,0.011612670098714795,0.017086284297378244,0.04301651615056407,0.027323577654974653,0.0383253109688716,0.07350055876957924,0.06057252133511949,0.024759668663587527
cat__artist_name_Alex Mayer,0.0009565624427885966,0.0018397066195306572,0.01696532626843123,0.0395183231413914,-0.040012139248683874,-0.007184188721137113,0.0028608628660587213,-0.00972234742742274,0.06580507763854684,0.04168415449816608,-0.018772106823375486,0.07047864777365474,0.02393240806386417,0.0616500049731144,0.05061682017673046,-0.04122575901966189,-0.0028131290918751023,-0.004503966330952042,0.01146764423546049,-0.004232493564568585,-0.010546004214516912,0.013450067422890791,0.0015215089640310644,0.039672240561041794,0.02241772823134126,0.0006674677372340712,0.020330553076524312,0.009466208618728014,0.005430289182237386,0.010470685703328304,0.008946818614088324,0.007503715103675756,0.002185296347638225,0.04333234095620316,0.00950694440182393
cat__artist_name_Alex Moreno SP,0.023409542520098723,-0.009028855127093607,-0.012507178865256027,0.0018091837141620529,-0.003491872013621003,0.01728341442658343,-0.023012024001824456,-0.022156940247917863,-0.01048694080535402,0.017649225865388547,-0.01854527060749724,0.03895184355395667,0.04273573404539679,-0.08313438987605158,0.17452454990410268,-0.06578596679713826,-0.012429761564924797,0.010678177994483487,0.054280224939281974,-0.019184610877871877,-0.016181571632195624,0.016279293152227765,-0.01388371899376609,-0.013781603497220019,0.019514808827552525,-0.054524045021912715,0.0051804310892249175,-0.015123398854834045,0.027908845991418015,0.08269941372148798,-0.04734363746851034,-0.00784926880110756,0.08694370224809579,-0.023747645836133903,-0.08751012462259532
